,id,text,Cleaned_tweet
221,0.5655083966242913-224,This #IPL2015 is like a reunion..much more to come. #KKRvMI,this is like a reunion much more to come 
222,0.5655083966242913-225,@GautamGambhir  showing what is still left in him... Good going man  #IPL2015  #KKRvMI,showing what is stil left in him good going man
223,0.5655083966242913-226,Both #NZvSA never won a semifinal. .. #fact #CWC15,both never won a semifinal 
224,0.5655083966242913-227,It's Aus v/s Wahab Riaz.... #AUSvPAK,it aus v s wahab riaz 
225,0.5655083966242913-228,@ImRaina raining fours and sixes !! #INDvsBAN,raining fours and sixes 
226,0.5655083966242913-229,Iphone for android ??? . #unusual.,iphone for android 
227,0.5655083966242913-230,No more choking #chokers #ICCWorldCup2015 #SAvSL,no more choking
228,0.5655083966242913-231,Break Rules. Not Law. #GoodAdviceIn4Words,break rules not law 
229,0.5655083966242913-232,Any invites for #oneplusoneinvite @OnePlusNews ???? Urgent,any invites for urgent
230,0.5655083966242913-233,Take it on face. Prof. denying admissions to Indian students b'coz of #rape in #India #NirbhayaInsulted #NirbhayaFilmBlocked #shame,take it on face prof denying admissions to indian students b coz of in
231,0.5655083966242913-234,How many Sharmas have played for India. ??  ..We could come up with a proper XI !! #WorldCup2015 #starsportsindia  #INDvsIRE,how many sharmas have played for india we could come up with a proper xi 
232,0.5655083966242913-235,"Whole #pakistan were supporting us,so we turned on their batting mode.Said @ABdeVilliers17 @cricketworldcup #CWC15 #IndvsSA @StarSportsIndia",whole were supporting us so we turned on their batting mode said
233,0.5655083966242913-236,How can @sachin_rt be wrong.?? Predicted @SDhawan25 would be a game changer. #CWC15 #cwc @cricketworldcup @StarSportsIndia #IndvsSA,how can be wrong predicted would be a game changer 
234,0.5655083966242913-237,"Bowling doing wonders for India for 2 matches
 @cricketworldcup #IndvsSA #IndiaVsSouthAfrica #CWC15 @StarSportsIndia",bowling doing wonders for india for matches
235,0.5655083966242913-238,Better late than never. Biggest defeat for @SouthAfrica #CWC15 #IndvsSA #CWC @cricketworldcup @StarSportsIndia,better late than never biggest defeat for
236,0.5655083966242913-239,Why was @BJP4India so eager to have re-elections... To see this result. #AAPSweep #DelhiDecides,why was so eager to have re elections to se this result 
237,0.5655083966242913-240,No opposition. Worked better than #harpic #domex and all other.. @ArvindKejriwal #DelhiPollResults #AAPSweep,no opposition worked better than and al other 
238,0.5655083966242913-241,Well we must admit that Jhaadu is the traditional symbol to beat bad people. @digvijaya_28 @ArvindKejriwal #DelhiPollResults,wel we must admit that jhaadu is the traditional symbol to beat bad people 
239,0.5655083966242913-242,4 seat mile h lekin party abhi baaki h... BJP's next statement. @BJP4India  #AAPSweep,seat mile h lekin party abhi baaki h bjp next statement 
240,0.5655083966242913-243,Take the bulls by horns. No running this time. #Kejriwal #DelhiDecides #DelhiDecides,take the bulls by horns no running this time 
241,0.5655083966242913-244,https://gauravdey.wordpress.com/  Check out the new post !!,check out the new post 
242,0.5655083966242913-245,Taxi.... for Sure. !! http://wp.me/p1Epcf-2t ,taxi for sure 
243,0.5655083966242913-246,#ObamaInIndia please stay in #Delhi. It feels safe. #RepublicDay,please stay in it feels safe 
244,0.5655083966242913-247,The number of times #ModiObama  are shaking hands. Oh man !!! Hoping that it should reflect behind the scenes as well. #ObamaInIndia,the number of times are shaking hands oh man hoping that it should reflect behind the scenes as well 
245,0.5655083966242913-248,How to convert .apk to .xap ? #questions #Developers,how to convert apk to xap 
246,0.5655083966242913-249,#Marijuana legal in #Jamaica..,legal in
247,0.5655083966242913-250,Successful wicketkeeper #dhoni # Starsports #starsportsindia #OwnTheJersey,successful wicketkeeper starsports
248,0.5655083966242913-251,India never defeated South Africa #starsportsindia #OwnTheJersey,india never defeated south africa
249,0.5655083966242913-252,Head under water... still breathing fine !!! #philosophy #selfie,head under water stil breathing fine 
250,0.5655083966242913-253,"Uncle Ben said With great power comes great responsibilities. #viratkohli  is proving it correct, with perfection. #genious #masterpeice",uncle ben said with great power comes great responsibilities is proving it correct with perfection 
251,0.5655083966242913-254,@MaxCRoser @joshtwist It's also req. to empower people. A necessary evil !!!.,it also req to empower people a necessary evil 
252,0.5655083966242913-255,@madversity Colloquially correct !!,colloquially correct 
253,0.5655083966242913-256,Sparta was a kingdom. Now it will be a browser. #Microsoft #technology http://tinyurl.com/o9lhztg ,sparta was a kingdom now it wil be a browser 
254,0.5655083966242913-257,"Safety, Peace, Prosperity #ThreeWordsSheWantsToHear",safety peace prosperity
255,0.5655083966242913-258,I've had enough now getting up !! #startup #successquote,i ve had enough now getting up 
256,0.5655083966242913-259,Startup !! #MaybeNextYear #StartupSuccess,startup 
257,0.5655083966242913-260,May this year end with peace and prosperity.  #PeaceOnEarth,may this year end with peace and prosperity 
258,0.5655083966242913-261,Having an invite for India #OnePlusOne #oneplusoneinvite . Intrested folks can message !!,having an invite for india intrested folks can message 
259,0.5655083966242913-262,I just joined the #OnePlus Invite Giveaway. Get your invite to buy the One on Amazon India here http://bit.ly/OPRacetoIndia3  #One4India”,i just joined the invite giveaway get your invite to buy the one on amazon india here
260,0.5655083966242913-263,Flagship killer is here #OnePlus Invite Giveaway https://forums.oneplus.net/threads/contest-race-to-india-day-3-1000-invites.198994/ … #oneplusoneinvite,flagship killer is here invite giveaway
261,0.5655083966242913-264,OnePlus plays a prank on Amazon’s India Country Manager: http://youtu.be/Suz_GjG4cJY  via @YouTube #One4India #NeverSettle,oneplus plays a prank on amazon s india country manager via
262,0.5655083966242913-265,@ladiiszman217 @oneplus Ok. Appreciate your favour will try to return the same. Thanks. :),ok appreciate your favour wil try to return the same thanks 
263,0.5655083966242913-266,#oneplusoneinvite Any One ??? Need it now...,any one need it now 
264,0.5655083966242913-267,You have got a letter..... @narendramodi #ProudIndian #Mangalyaan #MarsMission,you have got a letter 
265,0.5655083966242913-268,680million km at 4.5bn rupee.Rs.15/km nd rs4/citizen contribution. @UberFacts #mangalyaan is cheaper than Indian autos/km!! #ProudIndian,million km at bn rupee rs km nd rs citizen contribution is cheaper than indian autos km 
266,0.5655083966242913-269,People behind #Mangalyaan #ProudIndian #MissionMars,people behind
267,0.5655083966242913-270,#Mars now has MOM !!  #Mangalyaan #missionmars #proudindian,now has mom 
268,0.5655083966242913-271,Kindly ask why the intrusion is  being done. #indiachina #namo #China #happybirthdaynarendramodi,kindly ask why the intrusion is being done 
269,0.5655083966242913-272,It's an innings and 244. !!!! Well played. #englandvsindia,it an innings and wel played 
270,0.5655083966242913-273,"https://www.youtube.com/watch?v=ZkbQcayOsc0 …

I am that change. Be that change. #India",i am that change be that change 
271,0.5655083966242913-274,#Facebook next billion to come from #India ??? #Sources,next billion to come from 
272,0.5655083966242913-275,"Father of #ChachaChaudhary is no more... #condolence.

https://in.news.yahoo.com/cartoonist-pran--creator-of-chacha-chaudhary--no-more-045428377.html …",father of is no more 
273,0.5655083966242913-276,Smokers.. this time smoking will prove beneficial for our nation. Kindly smoke more. #Budget2014 #NarendraModi,smokers this time smoking wil prove beneficial for our nation kindly smoke more 
274,0.5655083966242913-277,First knockout .... and penalty shootouts..this WC is going crazy... #WorldCup #BRAvsCHI,first knockout and penalty shootouts this wc is going crazy 
275,0.5655083966242913-278,Mr.Obama asking #NarendraModi for visa to come to India  for giving his visa to US #Results2014,mr obama asking for visa to come to india for giving his visa to us
276,0.5655083966242913-279,India now has this color. #Results2014,india now has this color 
277,0.5655083966242913-280,Unity is what matters. Clear example ! #BJP #Results2014,unity is what matters clear example 
278,0.5655083966242913-281,Under 50 it is #Results2014 #congress,under it is
279,0.5655083966242913-282,Epic !! #Results2014,epic 
280,0.5655083966242913-283,#BJP sailing on it's own #Results2014,sailing on it own
281,0.5655083966242913-284,Words need to be converted into actions for #NarendraModi #Results2014,words need to be converted into actions for
282,0.5655083966242913-285,White flag from Congress raised... #Results2014 http://www.ndtv.com/ ,white flag from congres raised 
283,0.5655083966242913-286,Media is explaining the obvious. #Results2014,media is explaining the obvious 
284,0.5655083966242913-287,#RahulGandhi baba v/s Tulsi Virani... #smritiirani  Nice and clean sweep..I think ..#Results2014,baba v s tulsi virani nice and clean sweep i think 
285,0.5655083966242913-288,Even sensex is showing saffron color #Results2014,even sensex is showing saffron color
286,0.5655083966242913-289,Ex Mumbai player helping #MI to get little spark. #PepsiIPL #KXIP,ex mumbai player helping to get little spark 
287,0.5655083966242913-290,17-5 This was an individual score for an #RCB player #RR #PepsiIPL,this was an individual score for an player
288,0.5655083966242913-291,Which are wickets and which are runs ?? #RCB #RR #PepsiIPL,which are wickets and which are runs 
289,0.5655083966242913-292,Bad selection for #MI #PepsiIPL,bad selection for
290,0.5655083966242913-293,You are a gift to the world. How is that for a reverse birthday wish. #HappyBirthdaySachin,you are a gift to the world how is that for a reverse birthday wish 
291,0.5655083966242913-294,#Steyn bullets are directed towards boundaries by aussie rajnikant. #PepsiIPL #Maxwell,bullets are directed towards boundaries by aussie rajnikant 
292,0.5655083966242913-295,This is what people call #entertainment #PepsiIPL #IPL7 #Maxwell,this is what people cal
293,0.5655083966242913-296,Big remorse for #MI #Maxwell is the new killer. #PepsiIPL,big remorse for is the new killer 
294,0.5655083966242913-297,#AbuDhabi pitch = DaVinciCode @IPL @sherryontopp another 1..Superb #IPL7,pitch davincicode another superb
295,0.5655083966242913-298,Kele ki tarah mudi gend... @IPL @sherryontopp Love this man. Takes commentary to a different level.#IPL7,kele ki tarah mudi gend love this man takes commentary to a different level 
296,0.5655083966242913-299,Yesterday I went to 5 ATM's none were having cash. These #elections are crunching money from the ATM's. #politics #India,yesterday i went to atm none were having cash these are crunching money from the atm 
297,0.5655083966242913-300,Ink on finger is what the nation is in dire need of. #Elections2014 #India,ink on finger is what the nation is in dire need of 
298,0.5655083966242913-301,Stop thinking. Start Living.!! #quote,stop thinking start living 
299,0.5655083966242913-302,Women's Vote. Women's Win !! #politics # India #Elections,women vote women win india
300,0.5655083966242913-303,Let's praise the architects of the society. #WomensDay2014,let praise the architects of the society 
301,0.5655083966242913-304,"@twitter is correcting the world. An instance.
http://www.slate.com/blogs/the_slatest/2014/03/04/new_york_times_corrects_161_year_old_article_about_solomon_northup_after.html …",is correcting the world an instance 
302,0.5655083966242913-305,@Nidhik20 This 1's sarcastic !!,this sarcastic 
303,0.5655083966242913-306,One stop rape crisis center is the ask for rape victims. #SatyamevJayate #India,one stop rape crisis center is the ask for rape victims 
304,0.5655083966242913-307,I am fine with raising money by raising social issues. #India #SatyamevJayate #aamir_khan #politics,i am fine with raising money by raising social issues 
305,0.5655083966242913-308,Justice is not enough. Fast justice is what #India asks for. #satyamevjayate,justice is not enough fast justice is what asks for 
306,0.5655083966242913-309,"It's live now.
http://www.satyamevjayate.in/  
#India #SatyamevJayate",it live now 
307,0.5655083966242913-310,Confidence is the feeling you have before you really understand the problem. #Quote,confidence is the feeling you have before you really understand the problem 
308,0.5655083966242913-311,No Indian athelete in winter olympics.,no indian athelete in winter olympics 
309,0.5655083966242913-312,"http://in.news.yahoo.com/video/lg-g-flex-really-heal-133053106.html …

Possible ?? @LGUS",possible 
310,0.5655083966242913-313,The Startup Yahoo Just Bought Turned My Phone Into The Device I've Always Wanted | Business Insider India http://www.businessinsider.in/The-Startup-Yahoo-Just-Bought-Turned-My-Phone-Into-The-Device-Ive-Always-Wanted/articleshow/28560273.cms …,the startup yaho just bought turned my phone into the device i ve always wanted busines insider india
311,0.5655083966242913-314,John McAfee: glad @intel dropping name from security software http://reut.rs/KvPYTJ  via @reuters,john mcafee glad dropping name from security software via
312,0.5655083966242913-315,"""#AAP "" is all the new rage.

http://in.news.yahoo.com/video/infosys-ex-board-member-v-140100413.html …",is al the new rage 
313,0.5655083966242913-316,@chadfowler Have a long run.,have a long run 
314,0.5655083966242913-317,Kareena + T = Ranbeer's wife. ??? #KoffeeWithKareena #KoffeeWithRanbir,kareena t ranbeer wife 
315,0.5655083966242913-318,It's official or what ? @Katrina #KoffeeWithKareena #KoffeeWithRanbir,it official or what 
316,0.5655083966242913-319,"Self policing, speculation, conjecture and many more to come in this grammar class. #KoffeeWithKareena #KoffeeWithRanbir",self policing speculation conjecture and many more to come in this grammar class 
317,0.5655083966242913-320,This time the christmas will be different for #DelhiPollResults @DelhiCongress  #India,this time the christmas wil be different for
318,0.5655083966242913-321,Justice Ganguly said Don't irritate me...WOW. #India #funny,justice ganguly said don t irritate me wow 
319,0.5655083966242913-322,#Actors getting #payroll. Now politicians will also ask for..after that civilians will do so.. #India #funny,getting now politicians wil also ask for after that civilians wil do so 
320,0.5655083966242913-323,Might change the upcoming days. Please go and vote.,might change the upcoming days please go and vote 
321,0.5655083966242913-324,"http://mashable.com/2013/11/23/sharing-other-peoples-content/# …!

Sharing other people content gives u visiblity. ????", sharing other people content gives u visiblity 
322,0.5655083966242913-325,FDA Tells Google-Backed 23andMe to Halt DNA Test Service.,fda tells google backed andme to halt dna test service 
323,0.5655083966242913-326,Well the day came... Media Trial day #Aarushi #mediatrial,wel the day came media trial day
324,0.5655083966242913-327,Now Aussies will know what @StuartBroad8 did last summer #Ashes after taking 5 wicket haul #cricket. #australia #england,now aussies wil know what did last summer after taking wicket haul
325,0.5655083966242913-328,But what if the mobile is stolen ....????? #Googlewallet #googledebitcard,but what if the mobile is stolen 
326,0.5655083966242913-329,Please allow @sachin_rt  to bat for WI so that we can see him bat again #ThankYouSachin  #GreatestFan #India @BCCI,please allow to bat for wi so that we can se him bat again
327,0.5655083966242913-330,What is the spelling of cricket ?? Ans: It's S...A..C..H..I..N @sachin_rt #ThankYouSachin #SRT200 #GreatestFan #Legend.,what is the spelling of cricket ans it s a c h i n
328,0.5655083966242913-331,Only few tickets for public for the wankhede test. #Sachin #India,only few tickets for public for the wankhede test 
329,0.5655083966242913-332,New way to market #InternetExplorer to Asian customers @Microsoft,new way to market to asian customers
330,0.5655083966242913-333,#Apple iOS engineering VP Henri Lamiraux has reportedly resigned from his post after serving for 23 years at the tech giant.,ios engineering vp henri lamiraux has reportedly resigned from his post after serving for years at the tech giant 
331,0.5655083966242913-334,Mars we Indians are coming.All the best.,mars we indians are coming al the best 
332,0.5655083966242913-335,Bomb blasts in #Imphal #India 4 injured.,bomb blasts in injured 
333,0.5655083966242913-336,"#SalmanKhurshid supports #Homeminister 
says he has a life beyond #Patna #India #politics",supports says he has a life beyond
334,0.5655083966242913-337,"Now it's #China on the #UFO list.
http://in.screen.yahoo.com/ufo-crashed-plane-133000304.html …",now it on the list 
335,0.5655083966242913-338,#Deepika is looking great in #Ramlila,is looking great in
336,0.5655083966242913-339,#AnilBhansali new #MD for R&D ops for @MicrosoftIndia,new for r d ops for
337,0.5655083966242913-340,Is #Maverick for free..??? #Apple,is for free 
338,0.5655083966242913-341,"Beware malicious software #Ransomware is affecting the digital world, it blocks access to devices until a sum of money is paid.",beware malicious software is affecting the digital world it blocks acces to devices until a sum of money is paid 
339,0.5655083966242913-342,#CBI asks #PM office to submit document on #Birla #coal case #India,asks office to submit document on case
340,0.5655083966242913-343,"Be generous and expert, trustworthy and clear, open-minded and adaptable, persistent and present. #QuoteOfTheDay #LinkedIn",be generous and expert trustworthy and clear open minded and adaptable persistent and present 
341,0.5655083966242913-344,Tablet by @nokia 2520 #NokiaWorld,tablet by
342,0.5655083966242913-345,1020 for camera 1520 for sound #NokiaWorld,for camera for sound
343,0.5655083966242913-346,"#Apple iPad 5, iPad Mini 2 to be launched today #tech",ipad ipad mini to be launched today
344,0.5655083966242913-347,#NokiaWorld Everything at once @Microsoft,everything at once
345,0.5655083966242913-348,#ValdimirPutin gave gifts to @PMOIndia #India #russia,gave gifts to
346,0.5655083966242913-349,Ceasefire violations again.. now it's a day 2 day activity.#India @PMOIndia,ceasefire violations again now it a day day activity 
347,0.5655083966242913-350,#Toilet restaurant is set to attract customers. #US,restaurant is set to attract customers 
348,0.5655083966242913-351,#Treasurehunt is going on in #India #UP.,is going on in
349,0.5655083966242913-352,"Where people don't have bed to sleep and money to buy daily stuff. Have a look at his. #India #politics #COngress.
http://tinyurl.com/lwna2cw ",where people don t have bed to sleep and money to buy daily stuff have a look at his 
350,0.5655083966242913-353,#Englnad is now on the list of seeing #dragons and all that stuff.... #crazyworld,is now on the list of seeing and al that stuff 
351,0.5655083966242913-354,#US Ship company denies charges #India,ship company denies charges
352,0.5655083966242913-355,#Ajmalkasab sold for 1.5 lakhs to lashkar. #terrorist,sold for lakhs to lashkar 
353,0.5655083966242913-356,Does stability bring better governance ? #India,does stability bring better governance 
354,0.5655083966242913-357,#Sheiladixit  ruined Delhi @delhiwantsaap #arvindkehriwal @congress,ruined delhi
355,0.5655083966242913-358,#Arvindkejriwal declared himself as the #winner #India #politics,declared himself as the
356,0.5655083966242913-359,#Asaram under potency test. #India,under potency test 
357,0.5655083966242913-360,#iGoogle will be #shutting down in 17 days @google #technology,wil be down in days
358,0.5655083966242913-361,#Iphone5 to bump off @Apple #technology,to bump of
359,0.5655083966242913-362,Your #tweets can reveal your life history. #researchers,your can reveal your life history 
360,0.5655083966242913-363,New @Yodlee Platform Aims to Speed Up #Innovation for #Banks. #YodleeInteractive,new platform aims to speed up for
361,0.5655083966242913-364,If u are below 18 in #INDIA do anything shit you want be it #RAPE #MURDER or nythng u are still good 2 go. #BeingJuvenile,if u are below in do anything shit you want be it or nythng u are stil good go 
362,0.5655083966242913-365,#Life is a #lemon and I want my #money back.,is a and i want my back 
363,0.5655083966242913-366,"If you can smile when things go wrong, you have someone in mind to blame. #Quotes",if you can smile when things go wrong you have someone in mind to blame 
364,0.5655083966242913-367,#Ajmal claimed his bowling ws d reason @sr_tendulkar called it quits frm d 50 over game.Its lyk Moon saying I give light to the world LOLZ!!,claimed his bowling ws d reason called it quits frm d over game its lyk moon saying i give light to the world lolz 
365,0.5655083966242913-368,"Using @facebook is associated with #jealousy, #socialtension, #isolation and #depression. #research.",using is associated with and
366,0.5655083966242913-369,No type of capital control #FM #India,no type of capital control
367,0.5655083966242913-370,#LOC killings continue. #India #Pakistan #wakeupIndia,killings continue 
368,0.5655083966242913-371,#Khelratna row ends #India,row ends
369,0.5655083966242913-372,The new Bank Integration app for #Aplos Accounting will utilize @Yodlee to securely connect to financial institutions.,the new bank integration ap for accounting wil utilize to securely connect to financial institutions 
370,0.5655083966242913-373,Is there really #AREA51 ????,is there really 
371,0.5655083966242913-374,"Well it's 67' #India #Independenceday.
Long lasting #Corruption.",wel it long lasting
372,0.5655083966242913-375,#Urine turning into #electricity. #technology,turning into
373,0.5655083966242913-376,As the years are turning on #India from a soft nation is turning to a softest nation. #Sad which is not acceptable.,as the years are turning on from a soft nation is turning to a softest nation which is not acceptable 
374,0.5655083966242913-377,#Politicians tasting #western flavour. @narendramodi #Obama,tasting flavour 
375,0.5655083966242913-378,Nearly all of the #startups at AT&T relied on @Yodlee to provide essential plumbing. #AnilArora #Joepolverari.,nearly al of the at at t relied on to provide essential plumbing 
376,0.5655083966242913-379,To make it work you have to work @HrithikFanBase .,to make it work you have to work 
377,0.5655083966242913-380,#LINE is on HIGH. #India.,is on high 
378,0.5655083966242913-381,#Rupee up 26 paise Vs #dollar in early trade on #RBI measures.,up paise vs in early trade on measures 
379,0.5655083966242913-382,Not poor at Rs. 28 a day: #PlanningCommission's latest report. #India,not poor at rs a day latest report 
380,0.5655083966242913-383,Rains ---> #Mumbai #India people stay at home. Dekho barish ho rhi hai courtesy ~@The_AnuMalik,rains people stay at home dekho barish ho rhi hai courtesy
381,0.5655083966242913-384,The University of Michigan‘s Zell Lurie Institute for Entrepreneurial Studies and #CEO of @Yodlee will be our keynote speaker #AnilArora.,the university of michigan s zel lurie institute for entrepreneurial studies and of wil be our keynote speaker
382,0.5655083966242913-385,"#LendProtect #UK Ltd.  the leading provider of underbanked consumer data, announces today a partnership with @Yodlee #YodleeInteractive",ltd the leading provider of underbanked consumer data announces today a partnership with
383,0.5655083966242913-386,Rotten eggs dead lizards for menu in #TamilNadu or #Haryana. #Food.,rotten eggs dead lizards for menu in or
384,0.5655083966242913-387,"@aKi_Malik Khooni Monday
courtesy ~Go Goa Gone",khooni monday courtesy go goa gone
385,0.5655083966242913-388,#Turtles found in luggage at airport #India.,found in luggage at airport
386,0.5655083966242913-389,Mid day meal consist of everything except eatable food. #India #Bihar #ridiculous.,mid day meal consist of everything except eatable food 
387,0.5655083966242913-390,#Neptune 14-th #moon is on.,th is on 
388,0.5655083966242913-391,Marketing pro #Kumar to join #TATA sons.,marketing pro to join sons 
389,0.5655083966242913-392,#RBI in defence of #rupee #India.,in defence of
390,0.5655083966242913-393,@Microsoft should be praised for #XboxOne,should be praised for
391,0.5655083966242913-394,Clustered ONTAP is on the way @NetApp #Cloud,clustered ontap is on the way
392,0.5655083966242913-395,TV at Rs 27 lakh: #Companies look to develop ultra #HD segment in #India.,tv at rs lakh look to develop ultra segment in
393,0.5655083966242913-396,#RCom to pare more #debt through #realty sale.,to pare more through sale 
394,0.5655083966242913-397,#Gold imports likely to dip by about 24 per cent in #June. #sources.,imports likely to dip by about per cent in
395,0.5655083966242913-398,"To save #rupee, @RBI_India may go for direct funding of crude buys, bond issue.",to save may go for direct funding of crude buys bond issue 
396,0.5655083966242913-399,"From #transit point, #Bihar turns #major hub for #jihadis #India",from point turns hub for
397,0.5655083966242913-400,Egypt's pro- and anti-#Morsi protesters take to streets.,egypt pro and anti protesters take to streets 
398,0.5655083966242913-401,#Mandela's grandson may #lose clan leadership. #world,grandson may clan leadership 
399,0.5655083966242913-402,#AbuQatada deported from #UK to stand #trial in #Jordan.,deported from to stand in
400,0.5655083966242913-403,Lac-Megantic train blast: PM #Harper visits 'war zone' .,lac megantic train blast pm visits war zone 
401,0.5655083966242913-404,#sanfrancisco crash @Boeing 'tried to abort landing'.,crash tried to abort landing 
402,0.5655083966242913-405,#BodhGaya serial #blasts: Congress-@BJP4India spat over multiple #explosions #Idia #terror,serial congres spat over multiple
403,0.5655083966242913-406,"Bus station = bus stops.
Train station = train stops.
Work station = ???????",bus station bus stops train station train stops work station 
404,0.5655083966242913-407,#Antony opposes #proposal for hiking #FDI in defence.,opposes for hiking in defence 
405,0.5655083966242913-408,#Government resumes #coal mining rights grants to power companies.,resumes mining rights grants to power companies 
406,0.5655083966242913-409,#India welcomes extension of #Saudi amnesty for foreign workers.,welcomes extension of amnesty for foreign workers 
407,0.5655083966242913-410,#Cabinet clears ordinance to implement Food Security Bill.,clears ordinance to implement food security bill 
408,0.5655083966242913-411,It is no secret that #America is deeply in #debt. @Yodlee #joepolverai #AnilArora,it is no secret that is deeply in
409,0.5655083966242913-412,It’s much harder to turn engineers into artists. @AppleINC_  #Apple #Ltstevejobs,it s much harder to turn engineers into artists 
410,0.5655083966242913-413,Tariff plans reduced for roaming #India,tarif plans reduced for roaming
411,0.5655083966242913-414,"The Best Marketing Investments Start with the Best Questions
http://tinyurl.com/lfbo3d9 ",the best marketing investments start with the best questions
412,0.5655083966242913-415,Rare N nigricans turtle species facing extinction,rare n nigricans turtle species facing extinction
413,0.5655083966242913-416,#Facebook reaches 1 #million active advertisers,reaches active advertisers
414,0.5655083966242913-417,Glenmark gets USFDA approval for sclerosis treatment drug .,glenmark gets usfda approval for sclerosis treatment drug 
415,0.5655083966242913-418,#Delhi government #refers decision on #Bhullar to #homeministry,government decision on to
416,0.5655083966242913-419,"#Obama to propose further #US, #Russain #nuclear arms cut #World",to propose further arms cut
417,0.5655083966242913-420,#DavidCameron to update #MPs over #G8 summit #World,to update over summit
418,0.5655083966242913-421,#Erdogan Casts Bankers as #Villain of #Turk Protest Boosting Yields,casts bankers as of protest boosting yields
419,0.5655083966242913-422,#Afghan government #irked over #US talks with #Taliban #world,government over talks with
420,0.5655083966242913-423,#Congress to ally with #Jharkhand #MuktiMorcha despite pressure #India,to ally with despite pressure
421,0.5655083966242913-424,Flash #floods and #landslips triggered by the #monsoon #India,flash and triggered by the
422,0.5655083966242913-425,Mobility has changed this economy in profound ways. But some of the biggest changes may lie ahead.,mobility has changed this economy in profound ways but some of the biggest changes may lie ahead 
423,0.5655083966242913-426,#Mystery behind X-Ray light from black holes solved,behind x ray light from black holes solved
424,0.5655083966242913-427,Passenger-friendly #Boeing787 Dreamliners to shore up #AirIndia fortune.,passenger friendly dreamliners to shore up fortune 
425,0.5655083966242913-428,#India will be back to 8 per cent growth soon: @pitrodasam,wil be back to per cent growth soon 
426,0.5655083966242913-429,M&M to buy 13.5% stake in #Spain CIE Automotive.,m m to buy stake in cie automotive 
427,0.5655083966242913-430,NR #NarayanaMurthy says it'll take #three years to make @Infosys desirable again. #India,nr says it l take years to make desirable again 
428,0.5655083966242913-431,#CPI leader D Raja files nomination for @RajyaSabha polls #India #politics,leader d raja files nomination for polls
429,0.5655083966242913-432,#NorthKorea proposes #high-level talks with #US #World,proposes talks with
430,0.5655083966242913-433,#Turkey protests: #Istanbul erupts over #Gezi Park clearance #world,protests erupts over park clearance
431,0.5655083966242913-434,#Hunt on for #PrinceWilliams distant cousins in #Surat #India,on for distant cousins in
432,0.5655083966242913-435,Ready to engage #directly with #Iran says @JohnKerry #world,ready to engage with says
433,0.5655083966242913-436,"#NCP eyes polls with change of guard, but not all on board #India #politics",eyes polls with change of guard but not al on board
434,0.5655083966242913-437,"#AjayMaken quits #ministry for party, #UPA reshuffle on the cards #India #politics",quits for party reshuffle on the cards
435,0.5655083966242913-438,#JDU-@BJP4India #split announcement likely after #Bihar Cabinet meet #politics #India,announcement likely after cabinet meet
436,0.5655083966242913-439,"When it comes 2 online advertising, @google long ago established itself as the Internet equivalent of Boston Celtics superstar Bill Russell",when it comes online advertising long ago established itself as the internet equivalent of boston celtics superstar bil russel
437,0.5655083966242913-440,"That we're not #broken just #bent..
And we can #learn to #love again.. @pinkfloyd  #World",that we re not just and we can to again 
438,0.5655083966242913-441,#Bharatdoshi to hang up boots at M&M from #November #India,to hang up boots at m m from
439,0.5655083966242913-442,"#Chinese media #fumes, govt reacts #cautiously to #PM #ManmohanSingh #Japan visit #World",media govt reacts to visit
440,0.5655083966242913-443,#KiranReddy unfazed by #Andhra #Cong leaders' #threat to join #TRS  #India #politics,unfazed by leaders to join
441,0.5655083966242913-444,#Camp #Bastion detainees #challenge the notion of #British justice in #Afghanistan -#world,detainees the notion of justice in
442,0.5655083966242913-445,#Syria has first #batch of #Russian #S300 #missiles: #Assad,has first of
443,0.5655083966242913-446,#Baghdad bombs #kill 16 in Sunni-Shi'te #bloodletting #World,bombs in sunni shi te
444,0.5655083966242913-447,#Government not #serious about #critical issues: #ArunaRoy,not about issues 
445,0.5655083966242913-448,"Had to stay back in the #US for #medical #appointment, explains #HomeMinister  #India #politics",had to stay back in the for explains
446,0.5655083966242913-449,#SBI to tread #cautiously on #corporate lending #India,to tread on lending
447,0.5655083966242913-450,New #defence university will #promote strategic culture in the #country: #IAF chief,new university wil strategic culture in the chief
448,0.5655083966242913-451,"#UPA govt not keen on #passing #FoodSecurity, #LandAcquisition bills: @BJP4India #India #politics #Congress",govt not keen on bills 
449,0.5655083966242913-452,80-year-old #YuichiroMiura claims new #Everest record #World,year old claims new record
450,0.5655083966242913-453,'#China hasn't used #Pakistan against #India' #world,hasn t used against
451,0.5655083966242913-454,#Cameron Moves to Calm Fears After #Attack on #Soldier #world,moves to calm fears after on
452,0.5655083966242913-455,#Vindoo 'in touch' with three #CSK players in #IPL6,in touch with thre players in
453,0.5655083966242913-456,Top #six #companies add #Rs40053 cr in #market value #India,top ad cr in value
454,0.5655083966242913-457,#AirIndia plan to #trim workforce stuck with #FinanceMinistry,plan to workforce stuck with
455,0.5655083966242913-458,#BJP #suspends #LeharSingh after he confronts #Advani on #corruption #India #politics,after he confronts on
456,0.5655083966242913-459,#PM to present #ReportCard of #UPA-II on May 22 #India #politics,to present of on may
457,0.5655083966242913-460,#Japan defends #PM aide's surprise #NorthKorea trip #World,defends aide surprise trip
