,id,text,Cleaned_tweet
190,0.5005587103772278-193,@Gurmeetramrahim #MSGHelpEarthquakeVictims piti plz rza mein rkhna g Jo ho aapki rza mein ho g.....rehmt bhra aashirwad bnaye rkhna g.....,piti plz rza mein rkhna g jo ho aapki rza mein ho g rehmt bhra aashirwad bnaye rkhna g 
191,0.5005587103772278-194,@Gurmeetramrahim   greatttttttttttttttt n  congrats to u pa.....love u g.....thanks pa,great n congrats to u pa love u g thanks pa
192,0.5005587103772278-195,@Gurmeetramrahim #MSGHelpEarthquakeVictims  we r ready papa g..................,we r ready papa g 
193,0.5005587103772278-196,@Gurmeetramrahim #MSGHelpEarthquakeVictims ye sb aapki prerna ka asr h love u pa.....,ye sb aapki prerna ka asr h love u pa 
194,0.5005587103772278-197,@Gurmeetramrahim #MSGHelpEarthquakeVictims sirf aap hi unhein save kr skte ho g.....,sirf aap hi unhein save kr skte ho g 
195,0.5005587103772278-198,@Gurmeetramrahim #MSGHelpEarthquakeVictims ye sb aap hi kr skte ho g... love u pa,ye sb aap hi kr skte ho g love u pa
196,0.5005587103772278-199,@Gurmeetramrahim #MSG1stSuperhit2015 waoooooooooooooo greatttttttttt ......,wao great 
197,0.5005587103772278-200,@Gurmeetramrahim #MSG1stSuperhit2015 waooooooooooo greattt papa g ...aapke kya kehne thanks papa g love u sooooooooooo much g...  :) :),wao great papa g aapke kya kehne thanks papa g love u so much g 
198,0.5005587103772278-201,@Gurmeetramrahim #MSG1stSuperhit2015 thanks papa g...,thanks papa g 
199,0.5005587103772278-202,@Gurmeetramrahim #MSG1stSuperhit2015  grand solute to u papa .....,grand solute to u papa 
200,0.5005587103772278-203,@Gurmeetramrahim #MSG1stSuperhit2015  g piti n thanks papa g..... :) :),g piti n thanks papa g 
201,0.5005587103772278-204,@Gurmeetramrahim #MSG1stSuperhit2015 g piti n thanks a lot g love u pa.... :) :),g piti n thanks a lot g love u pa 
202,0.5005587103772278-205,@Gurmeetramrahim #MSG1stSuperhit2015  thanks papa g n ye SB aapke dikhaye marg ka hi asar h g love u pa..... :) :),thanks papa g n ye sb aapke dikhaye marg ka hi asar h g love u pa 
203,0.5005587103772278-206,@Gurmeetramrahim #MSG150CroreClub  gr888888888888 papa g.....  :) :),gr papa g 
204,0.5005587103772278-207,@Gurmeetramrahim #MSG150CroreClub thanks papa g...n love u sooooooooo much papa.....  :) :),thanks papa g n love u so much papa 
205,0.5005587103772278-208,@Gurmeetramrahim #MSG150Croreclub  papa g plz tweet kr do na hum wait kr rhe hain plz papa g.....,papa g plz tweet kr do na hum wait kr rhe hain plz papa g 
206,0.5005587103772278-209,@Gurmeetramrahim #MSG4SuccessfulWeeks  thanks papa g...,thanks papa g 
207,0.5005587103772278-210,@Gurmeetramrahim #MSG3SuccessfulWeeks  thanks papa g. Love u pa.....  :) :),thanks papa g love u pa 
208,0.5005587103772278-211,@Gurmeetramrahim #MSG3SuccessfulWeeks  g papa g.n thanks a lot g.....,g papa g n thanks a lot g 
209,0.5005587103772278-212,@Gurmeetramrahim #MSGRevolution  waooooooooooooo piti kya lg rhe ho superbbbbbbbb thanks papa g n love u pa..... :) :),wao piti kya lg rhe ho superb thanks papa g n love u pa 
210,0.5005587103772278-213,@Gurmeetramrahim #MSGRevolution  g papa g.....  :) :),g papa g 
211,0.5005587103772278-214,@Gurmeetramrahim #BlockBusterMSG  piti  India mein swine flu bahut fel rha h plz piti rehmt kro iss bimari ka khatma kro g plz papa g.....,piti india mein swine flu bahut fel rha h plz piti rehmt kro is bimari ka khatma kro g plz papa g 
212,0.5005587103772278-215,@Gurmeetramrahim #BlockBusterMSG  same to u papa g n thanks a lot g love u pa.....  :) :),same to u papa g n thanks a lot g love u pa 
213,0.5005587103772278-216,@Gurmeetramrahim #MustWatchMSG  g papa g n thanks a lot g.....,g papa g n thanks a lot g 
214,0.5005587103772278-217,@Gurmeetramrahim #MSGinCinemas  pita g  aaj 13feb n  aaj all world mein 13(tera hi  jlwa) waooooooooooooo piti sb tera hi tera .....  :) :),pita g aaj feb n aaj al world mein tera hi jlwa wao piti sb tera hi tera 
215,0.5005587103772278-218,@Gurmeetramrahim greattttt papa g.....  :) :),great papa g 
216,0.5005587103772278-219,@Gurmeetramrahim @MSGTheFilm #3DaysToMSG  g piti  n thanks g papa g u r greattttttttttttt love u sooooooooooooooooo much g.....  :) :),g piti n thanks g papa g u r great love u so much g 
217,0.5005587103772278-220,@Gurmeetramrahim @MSGTheFilm #3DaysToMSG  g piti n thanks a lottttttttttt g...... :) :),g piti n thanks a lot g 
218,0.5005587103772278-221,@Gurmeetramrahim #3DaysToMSG  all world mein aapki n aapki movie ki dhoom mach rhi h.......  love u pa ...   :) :),al world mein aapki n aapki movie ki dhoom mach rhi h love u pa 
219,0.5005587103772278-222,@Gurmeetramrahim #3DaysToMSG   waooooooooo. ....  superbbbbbbbbbbbb  n thanks pita g....   :) :),waoo superb n thanks pita g 
220,0.5005587103772278-223,@Gurmeetramrahim #3DaysToMSG  piti dhan dhan satguru tera hi aasra g .gud mrng pa n HAPPY TEDDY BEAR  DAY .love u pa.,piti dhan dhan satguru tera hi aasra g gud mrng pa n happy teddy bear day love u pa 
221,0.5005587103772278-224,@Gurmeetramrahim #4DaysToMSG  happy chocolate day papa g love u sooooooooooo much pa.....  :) :),happy chocolate day papa g love u so much pa 
222,0.5005587103772278-225,@Gurmeetramrahim #4DaysToMSG  or aashirwad dena g ...n sbhi staff members n students pr hmeshan  apna paawan  aashirwad bnaye rkhna g .....,or aashirwad dena g n sbhi staf members n students pr hmeshan apna paawan aashirwad bnaye rkhna g 
223,0.5005587103772278-226,@Gurmeetramrahim #4DaysToMSG  piti aaj se hmare cochng cntr Global study point ki evng classes new bildng mein shift ho rhi hain rhmt krna g,piti aaj se hmare cochng cntr global study point ki evng classes new bildng mein shift ho rhi hain rhmt krna g
224,0.5005587103772278-227,@Gurmeetramrahim #4DaysToMSG   #4DaysToMSG  #4DaysToMSG  #4DaysToMSG #4DaysToMSG  waoooooooooooooow piti only #4DaysToMSG ...balle balleeeee,waoow piti only balle balle
225,0.5005587103772278-228,@Gurmeetramrahim #LoveToSeeMSG13feb  hmmmm gr8 pa superbbbbbbbbbbbb....... :) :) love u pa...,hm gr pa superbb love u pa 
226,0.5005587103772278-229,@Gurmeetramrahim #LoveToSeeMSG13feb  g piti n thanks g love u pa .....  :) :),g piti n thanks g love u pa 
227,0.5005587103772278-230,@Gurmeetramrahim #LoveToSeeMSG13feb  g piti n u r looking superbbbbb. Piti love u g.....  :) :),g piti n u r looking superbb piti love u g 
228,0.5005587103772278-231,@Gurmeetramrahim #LoveToSeeMSG13feb  thanks piti n very gud mrng g.....  :) :),thanks piti n very gud mrng g 
229,0.5005587103772278-232,@Gurmeetramrahim #LoveToSeeMSG13feb  g piti all world mein craze h g.....love u sooooooooooo much pa.....  :) :),g piti al world mein craze h g love u so much pa 
230,0.5005587103772278-233,@Gurmeetramrahim #LoveToSeeMSG13feb  hmmm great pa.....love u g.......  :) :),hm great pa love u g 
231,0.5005587103772278-234,@Gurmeetramrahim #LoveToSeeMSG13feb  piti dhan dhan satguru tera hi aasra g...piti aapka koi tweet nhi aaya plz piti tweet kr do plz .....,piti dhan dhan satguru tera hi aasra g piti aapka koi tweet nhi aaya plz piti tweet kr do plz 
232,0.5005587103772278-235,@Gurmeetramrahim #LoveToSeeMSG13feb  piti Maha Paropkar Diwas ki aapko bahut - bahut mubarkein g .....love u piti .....  :) :),piti maha paropkar diwas ki aapko bahut bahut mubarkein g love u piti 
233,0.5005587103772278-236,@Gurmeetramrahim #LoveToSeeMSG13feb  dhan dhan satguru tera hi aasra piti n gud mrng g love u pa .....  :) :),dhan dhan satguru tera hi aasra piti n gud mrng g love u pa 
234,0.5005587103772278-237,@Gurmeetramrahim #LoveToSeeMSG13feb  thanks papa g.....,thanks papa g 
235,0.5005587103772278-238,@Gurmeetramrahim #LoveToSeeMSG13feb piti m sb bahut miss kr rhi hun g plz himt do g.....,piti m sb bahut mis kr rhi hun g plz himt do g 
236,0.5005587103772278-239,@Gurmeetramrahim #DeshKeLiye  thanks piti n same to u ..... love u pa..... :) :),thanks piti n same to u love u pa 
237,0.5005587103772278-240,@Gurmeetramrahim #Happy25Jan piti m bhandare pr nhi aa ski plz hmara nara manjur krna g dhan dhan satguru tera hi aasra g love u piti  :) :),piti m bhandare pr nhi a ski plz hmara nara manjur krna g dhan dhan satguru tera hi aasra g love u piti 
238,0.5005587103772278-241,@Gurmeetramrahim #LovRabSe happy birthday in advance piti from both of us..... :) :) love u g.....  :) :),happy birthday in advance piti from both of us love u g 
239,0.5005587103772278-242,@Gurmeetramrahim #LovRabSe g piti thanks g n same to u g happy birthday piti .....,g piti thanks g n same to u g happy birthday piti 
240,0.5005587103772278-243,@Gurmeetramrahim #MSGTheFilm  #iSupportMSGinPunjab  g piti n thanks g.  .. :) :),g piti n thanks g 
241,0.5005587103772278-244,@Gurmeetramrahim #iSupportMSG thanks piti n love u g..... :) :),thanks piti n love u g 
242,0.5005587103772278-245,@Gurmeetramrahim #iSupportMSG thanks piti  hum pr apni rehmt bnaye rkhna g..... :) :),thanks piti hum pr apni rehmt bnaye rkhna g 
243,0.5005587103772278-246,@Gurmeetramrahim #iSupportMSG  thanks piti love u g..... :) :),thanks piti love u g 
244,0.5005587103772278-247,@Gurmeetramrahim #MSGTheFilm #DeshKeLiye #NeverEver #RaatanBaatan #AllahGodRam thanks piti superbbbbbbb love u pa..... : ) :),thanks piti superb love u pa 
245,0.5005587103772278-248,@Gurmeetramrahim #MSGTheFilm  u are greattttttt papa g.....,u are great papa g 
246,0.5005587103772278-249,@Gurmeetramrahim #MSGTheFilm #DeshKeLiye #NeverEver #RataanBataan dhan dhan satguru tera hi aasra piti n sewa simran n prmarth ka bl bksho g,dhan dhan satguru tera hi aasra piti n sewa simran n prmarth ka bl bksho g
247,0.5005587103772278-250,@Gurmeetramrahim #RaatanBaatan  #MSGTheFilm #DeshKeLiye #NeverEver  waoooooooooo piti bahut hi mitha sa pyara song h .love u piti ... :) :),wao piti bahut hi mitha sa pyara song h love u piti 
248,0.5005587103772278-251,@Gurmeetramrahim #MSGTheFilm #DeshKeLiye #NeverEver g piti n thanks g..... :) :),g piti n thanks g 
249,0.5005587103772278-252,@Gurmeetramrahim #MSGTheFilm  happy birth month g.....,happy birth month g 
250,0.5005587103772278-253,@Gurmeetramrahim #MSGTheFilm  g piti thanks a lot g..... :) :),g piti thanks a lot g 
251,0.5005587103772278-254,@Gurmeetramrahim #MSGTheFilm  g piti bahut jrurt thi is time mujhe thanks piti n happy new year g...,g piti bahut jrurt thi is time mujhe thanks piti n happy new year g 
252,0.5005587103772278-255,@Gurmeetramrahim #MSGTheFilm #DeshKeLiye #NeverEver piti happy avtaar month n happy new year g...love u piti .....  :) :),piti happy avtaar month n happy new year g love u piti 
253,0.5005587103772278-256,@Gurmeetramrahim #MSGTheFilm  #DeshKeLiye  #RockstarBaba  g piti ...love u soooooooooo much my sweet pa.....  :) :),g piti love u so much my sweet pa 
254,0.5005587103772278-257,@Gurmeetramrahim #DeshKeLiye aare ye to akele hi kaffi hain ...inhi ka jhanda hoga saari dunia inhi ke jhande ke niche hogi . bahut jald ...,aare ye to akele hi kaffi hain inhi ka jhanda hoga saari dunia inhi ke jhande ke niche hogi bahut jald 
255,0.5005587103772278-258,@Gurmeetramrahim #DeshKeLiye aapka interview papa g waooooooooooooooooooooooo grattttttttttttttttttt  supubbbbbbbbbb  .....  :) :),aapka interview papa g wao grat supub 
256,0.5005587103772278-259,@Gurmeetramrahim #MSGTheFilm #DeshKeLiye piti tension ho rhi h himt do g plz n sb thik kr do g.....,piti tension ho rhi h himt do g plz n sb thik kr do g 
257,0.5005587103772278-260,@Gurmeetramrahim #DeshKeLiye  #MSGTheFilm  thanks papa g......  :) :),thanks papa g 
258,0.5005587103772278-261,@Gurmeetramrahim #DeshKeLiye  g pita g.....  :)  :),g pita g 
259,0.5005587103772278-262,@Gurmeetramrahim #DeshKeLiye  g piti ...n very gud mrng.....  :) :),g piti n very gud mrng 
260,0.5005587103772278-263,@Gurmeetramrahim #MSGTheFilm  very gud evening piti ... #DeshKeLiye ...,very gud evening piti 
261,0.5005587103772278-264,@Gurmeetramrahim #DeshKeLiye  g piti n thanks piti .....love u g.....  :) :),g piti n thanks piti love u g 
262,0.5005587103772278-265,@Gurmeetramrahim #MSGTheFilm  piti plz darsh didar de do g...piti aa jao .....,piti plz darsh didar de do g piti a jao 
263,0.5005587103772278-266,@Gurmeetramrahim challi na jaandi judai methon tu hor kite m hor kite ...challi na jaandi judai methon..... :(  :(,challi na jaandi judai methon tu hor kite m hor kite challi na jaandi judai methon 
264,0.5005587103772278-267,@Gurmeetramrahim #MSGTheFilm  thanks a lot g .......  :) :),thanks a lot g 
265,0.5005587103772278-268,@Gurmeetramrahim thanks piti n very gud mrng g ...dhan dhan satguru tera hi aasra .love u piti .....  :) :),thanks piti n very gud mrng g dhan dhan satguru tera hi aasra love u piti 
266,0.5005587103772278-269,@Gurmeetramrahim #MSGTheFilm  dhan dhan satguru tera hi aasra piti ..... hum pr aashirwad bnaye rkhna g.....  :):),dhan dhan satguru tera hi aasra piti hum pr aashirwad bnaye rkhna g 
267,0.5005587103772278-270,@Gurmeetramrahim #MSGTheFilm  thanks piti .....  :),thanks piti 
268,0.5005587103772278-271,@Gurmeetramrahim #MSGTheFilm  love u soooooooooooo much papa g.....  :)  :),love u so much papa g 
269,0.5005587103772278-272,@Gurmeetramrahim g piti n thanks piti ....teaser bahut hi jhakasssssss tha  no words to explain it waoooooooooooooo.....love u piti.....  :),g piti n thanks piti teaser bahut hi jhakas tha no words to explain it waoo love u piti 
270,0.5005587103772278-273,@Gurmeetramrahim #MSGTheFilm  waoooooooooooooooooooooo  grattttttttttttttttttt ......,wao grat 
271,0.5005587103772278-274,@Gurmeetramrahim  awesome  piti greatttttttttttt  ........ ab bs jldi se 16 Jan aa jaye... ab wait nhi hota g.....love u piti ..... :),awesome piti great ab bs jldi se jan a jaye ab wait nhi hota g love u piti 
272,0.5005587103772278-275,@Gurmeetramrahim thanks piti...ab intzar nhi hota piti bs jaldi se aa jaye #MSGTHE MOVIE ka trailer ..... love u piti .....  :),thanks piti ab intzar nhi hota piti bs jaldi se a jaye movie ka trailer love u piti 
273,0.5005587103772278-276,@Gurmeetramrahim thanks papa g.....  :),thanks papa g 
274,0.5005587103772278-277,"@Gurmeetramrahim OK g , thanks pa  ... n ur #MSGTheFilm  will rock.......  love u papa g..... :)",ok g thanks pa n ur wil rock love u papa g 
275,0.5005587103772278-278,@Gurmeetramrahim thanks piti  gud mrng piti love u soooooooooo much.....  :),thanks piti gud mrng piti love u so much 
276,0.5005587103772278-279,@Gurmeetramrahim.g piti  n  Gud evening g thanks piti love u.....  :),piti n gud evening g thanks piti love u 
277,0.5005587103772278-280,@Gurmeetramrahim g piti n thanks piti  ...love u gud night pa ..... rehmt bnaye rkhna g .....  :),g piti n thanks piti love u gud night pa rehmt bnaye rkhna g 
278,0.5005587103772278-281,@Gurmeetramrahim very gud mrng  ...n thanks piti ..mujhe himt dena piti .....love u sooooooooooo much g....  :),very gud mrng n thanks piti mujhe himt dena piti love u so much g 
279,0.5005587103772278-282,"@Gurmeetramrahim thanks piti ...n piti chalti gaadi mein bhi kitni pyari pic khinchi h g aapne....great pa
..... love u piti .....  :)",thanks piti n piti chalti gaadi mein bhi kitni pyari pic khinchi h g aapne great pa love u piti 
280,0.5005587103772278-283,@Gurmeetramrahim good afternoon piti  n thanks piti.......,good afternoon piti n thanks piti 
281,0.5005587103772278-284,@Gurmeetramrahim thanks piti ...,thanks piti 
282,0.5005587103772278-285,@Gurmeetramrahim thanks piti n cograts to u also piti ...piti bs aapke to kya kehne  ye bs aap hi kr skte ho greattttt my  rocking pa...  :),thanks piti n cograts to u also piti piti bs aapke to kya kehne ye bs aap hi kr skte ho great my rocking pa 
283,0.5005587103772278-286,@Gurmeetramrahim very gud mrng papa g n thanks piti love u soooooooo much g. Dhan dhan satguru tera hi aasra g.....  :),very gud mrng papa g n thanks piti love u so much g dhan dhan satguru tera hi aasra g 
284,0.5005587103772278-287,@Gurmeetramrahim thanks piti n congrats to u also my dear pa ..... love u.......  :),thanks piti n congrats to u also my dear pa love u 
285,0.5005587103772278-288,@Gurmeetramrahim thanks piti.....  :),thanks piti 
286,0.5005587103772278-289,@Gurmeetramrahim g piti thnx piti  n love u sooooo much g ...papa hmeshan apni rehmt hum pr bnaye rkhna g or hmara marg darshan krte rehna g,g piti thnx piti n love u so much g papa hmeshan apni rehmt hum pr bnaye rkhna g or hmara marg darshan krte rehna g
287,0.5005587103772278-290,@Gurmeetramrahim  g pita g n thanks piti love u.....  :),g pita g n thanks piti love u 
288,0.5005587103772278-291,@Gurmeetramrahim ok pita g jrur...n love u piti dhan dhan satguru tera hi aasra g...gud night pa.....  :),ok pita g jrur n love u piti dhan dhan satguru tera hi aasra g gud night pa 
289,0.5005587103772278-292,@Gurmeetramrahim g piti in aankhon se aansu aayen to sirf or sirf aapki yaad mein aapke liye g.....,g piti in aankhon se aansu aayen to sirf or sirf aapki yaad mein aapke liye g 
290,0.5005587103772278-293,Dhan Dhan Satguru Tera HI Aasra,dhan dhan satguru tera hi aasra
291,0.5005587103772278-294,@Gurmeetramrahim thanks papa g ...n again happy birthday to u sweet pa.....,thanks papa g n again happy birthday to u sweet pa 
292,0.5005587103772278-295,@Gurmeetramrahim sory happy birthday g.....  :),sory happy birthday g 
293,0.5005587103772278-296,"@Gurmeetramrahim  piti aapne to phte
 Chk te bolti bnd kr di sbki kya baat ..maza aa gya piti intrvu  lene wale ka to face dekhne Wala tha.",piti aapne to phte chk te bolti bnd kr di sbki kya baat maza a gya piti intrvu lene wale ka to face dekhne wala tha 
294,0.5005587103772278-297,@Gurmeetramrahim  g piti n piti sb  aapko dekh dekh k bahut khush ho rhi thi piti aap bde pyare lg rhe the g love u piti ... :),g piti n piti sb aapko dekh dekh k bahut khush ho rhi thi piti aap bde pyare lg rhe the g love u piti 
295,0.5005587103772278-298,@Gurmeetramrahim piti Maine naye jivon ko jodne wali sewa bahut hi km ki h naam maatr piti rehmt kro ki m bhi ye sewa kr skoon ...,piti maine naye jivon ko jodne wali sewa bahut hi km ki h naam maatr piti rehmt kro ki m bhi ye sewa kr skoon 
296,0.5005587103772278-299,@Gurmeetramrahim piti phle to itna  ni  kiya lekin ab koshish  krenge k jada se jada nye jivon ko motivate karein vese krna to sb aapne hi h,piti phle to itna ni kiya lekin ab koshish krenge k jada se jada nye jivon ko motivate karein vese krna to sb aapne hi h
297,0.5005587103772278-300,@Gurmeetramrahim  looking awsm piti ..great yr ..love u pa... :),looking awsm piti great yr love u pa 
298,0.5005587103772278-301,@Gurmeetramrahim g pita g n thanks dear pa....  :),g pita g n thanks dear pa 
299,0.5005587103772278-302,@Gurmeetramrahim thanks piti  n love u piti .dhan dhan satguru tera hi aasra g .happy avtaar month ...n gud mrng piti... :),thanks piti n love u piti dhan dhan satguru tera hi aasra g happy avtaar month n gud mrng piti 
300,0.5005587103772278-303,@Gurmeetramrahim thanks piti n sb aapki hi rehmt h humne to kuchh nhi kiya g...love u piti,thanks piti n sb aapki hi rehmt h humne to kuch nhi kiya g love u piti
301,0.5005587103772278-304,"@Gurmeetramrahim piti dhan dhan satguru tera hi aasra g.piti hum Maharashtra mein enter kr chuke hain n hum safai abhiyan k Liye aa gye :)
.",piti dhan dhan satguru tera hi aasra g piti hum maharashtra mein enter kr chuke hain n hum safai abhiyan k liye a gye 
302,0.5005587103772278-305,@Gurmeetramrahim piti humein sewa simran or parmarth ka BL bkshein g...n piti hum dono safai abhiyan k liye chal Pde g aap rehmt rkhna g...,piti humein sewa simran or parmarth ka bl bkshein g n piti hum dono safai abhiyan k liye chal pde g aap rehmt rkhna g 
303,0.5005587103772278-306,@Gurmeetramrahim wow great piti,wow great piti
304,0.5005587103772278-307,@Gurmeetramrahim  wowwwwww  g8 ...dear pa .....thanks a lot papa g ...love u g.......:),wow g dear pa thanks a lot papa g love u g 
305,0.5005587103772278-308,@Gurmeetramrahim  g piti n thanks piti humein samye samye pr guide krne ke liya ...hats off u papa g.....  :),g piti n thanks piti humein samye samye pr guide krne ke liya hats of u papa g 
306,0.5005587103772278-309,@Gurmeetramrahim thanks piti  ...thanks a lot .....n aapka sath ho ...love u piti  n gud mrng g... :)  :),thanks piti thanks a lot n aapka sath ho love u piti n gud mrng g 
307,0.5005587103772278-310,@Gurmeetramrahim thanks papa g.....n love u papa g.....  :),thanks papa g n love u papa g 
308,0.5005587103772278-311,@Gurmeetramrahim thanks piti ...aap kitni parwah karate ho apne bachon ki piti hum pr hmeshan ese hi rehmt bnaye rakhna g love u piti...  :),thanks piti aap kitni parwah karate ho apne bachon ki piti hum pr hmeshan ese hi rehmt bnaye rakhna g love u piti 
309,0.5005587103772278-312,@Gurmeetramrahim dhan dhan satguru tera hi aasra g...thanks piti  n ab to habit ho gai h or wait rehti h ki kb aapka msg aaye ...love u pa..,dhan dhan satguru tera hi aasra g thanks piti n ab to habit ho gai h or wait rehti h ki kb aapka msg aaye love u pa 
310,0.5005587103772278-313,@Gurmeetramrahim thanks piti n congrats to u also ...love u piti ...n aap apna rehmt bhra hath hameshan hum pr bnaye rakhna g...  :),thanks piti n congrats to u also love u piti n aap apna rehmt bhra hath hameshan hum pr bnaye rakhna g 
311,0.5005587103772278-314,@Gurmeetramrahim thanks piti  ab to aapke msg ka wait rhta h g n tweeter ke zariye aapne kitni rehmt ki h hum byaan nhi kr skte g ...,thanks piti ab to aapke msg ka wait rhta h g n tweeter ke zariye aapne kitni rehmt ki h hum byaan nhi kr skte g 
312,0.5005587103772278-315,"@Gurmeetramrahim thanks piti  ,thanks a lot n plz piti rest bhi kr liya kro g",thanks piti thanks a lot n plz piti rest bhi kr liya kro g
313,0.5005587103772278-316,@Gurmeetramrahim n always bless us.....:) :),n always bles us 
314,0.5005587103772278-317,@Gurmeetramrahim thanks a lot sweet papa g.......,thanks a lot sweet papa g 
315,0.5005587103772278-318,@Gurmeetramrahim we've also done pita g love u sooooo much papa g... !!! :) :),we ve also done pita g love u so much papa g 
316,0.5005587103772278-319,@Gurmeetramrahim thnk u lovely papa g....,thnk u lovely papa g 
317,0.5005587103772278-320,@Gurmeetramrahim  good mrng papa g n bless us with simran.... !!!,good mrng papa g n bles us with simran 
318,0.5005587103772278-321,@Gurmeetramrahim dhan dhan satguru tera hi aasra pita g..... :),dhan dhan satguru tera hi aasra pita g 
